,incident_type,Incident_Year,Reported_Month,Region_of_Origin,Region_of_Incident,Number_of_Dead,Minimum_Estimated_Number_of_Missing,Number_of_Survivors,Number_of_Females,Number_of_Males,Number_of_Children,Cause_of_Death,Migration_Route,UNSD_Geographical_Grouping
7423,Split Incident,2020,April,Eastern Africa,Mediterranean,5,7,51,0,12,0,0,Mediterranean Region,Uncategorized
7424,Incident,2020,April,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
7425,Incident,2020,April,Sub-Saharan Africa,Africa,1,0,0,0,1,0,1,Sahara Desert crossing,Africa
7426,Incident,2020,April,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
7427,Incident,2020,April,Northern Africa,Mediterranean,1,0,0,0,1,0,1,Mediterranean Region,Uncategorized
7429,Incident,2020,April,Other / Unknown,Asia,1,0,0,0,0,0,1,EU Boarder,Asia
7430,Incident,2020,April,Western Africa,Africa,1,0,0,0,1,0,1,Sahara Desert crossing,Africa
7432,Incident,2020,April,Central America,Central America,1,0,0,0,1,0,1,US-Mexico border crossing,Central America
7433,Incident,2020,April,Central America,Central America,1,0,0,0,1,0,1,US-Mexico border crossing,Central America
7435,Incident,2020,April,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
7436,Incident,2020,April,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
7437,Incident,2020,April,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
7439,Incident,2020,April,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
7440,Incident,2020,April,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7441,Incident,2020,April,Latin America / Caribbean,Central America,1,0,0,0,1,0,1,US-Mexico border crossing,Central America
7442,Incident,2020,April,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
7443,Incident,2020,April,Latin America / Caribbean,Central America,1,0,0,0,1,0,0,US-Mexico border crossing,Central America
7444,Incident,2020,April,Other / Unknown,Asia,1,0,0,0,1,0,1,EU Boarder,Asia
7445,Incident,2020,April,Caribbean,Central America,1,0,0,0,1,0,1,US-Mexico border crossing,Central America
7446,Incident,2020,April,Other / Unknown,Asia,1,0,0,0,1,0,0,EU Boarder,Asia
7447,Incident,2020,April,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
7450,Incident,2020,April,Other / Unknown,Asia,1,0,0,0,1,0,1,EU Boarder,Asia
7451,Incident,2020,April,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7452,Incident,2020,May,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
7454,Incident,2020,May,Southern Asia,Asia,18,5,0,0,0,0,0,Afghanistan to Iran,Asia
7455,Incident,2020,May,Other / Unknown,Mediterranean,1,0,0,1,0,0,1,Mediterranean Region,Uncategorized
7456,Incident,2020,May,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
7457,Incident,2020,May,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
7458,Incident,2020,May,Other / Unknown,Africa,1,0,0,0,1,0,1,Sahara Desert crossing,Africa
7459,Incident,2020,May,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7461,Incident,2020,May,Central America,Central America,1,0,0,0,1,0,1,US-Mexico border crossing,Central America
7462,Incident,2020,May,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
7464,Incident,2020,May,Northern Africa,Europe,1,0,0,0,1,0,0,Western Balkans,Europe
7465,Incident,2020,May,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
7467,Incident,2020,May,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7469,Incident,2020,May,Central America,Central America,1,0,0,0,1,0,1,US-Mexico border crossing,Central America
7470,Incident,2020,May,Central America,Central America,1,0,0,0,1,0,1,US-Mexico border crossing,Central America
7471,Incident,2020,May,Central America,Central America,1,0,0,0,1,0,1,US-Mexico border crossing,Central America
7472,Split Incident,2020,May,Other / Unknown,Africa,3,4,70,0,0,0,1,Western Africa / Atlantic route to the Canary Islands,Uncategorized
7473,Incident,2020,May,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
7474,Incident,2020,May,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
7475,Incident,2020,May,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
7476,Incident,2020,May,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
7477,Incident,2020,May,Northern Africa,Mediterranean,1,0,0,0,1,0,1,Mediterranean Region,Uncategorized
7478,Incident,2020,May,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
7479,Incident,2020,May,Western Africa,Africa,1,0,0,0,1,0,0,Sahara Desert crossing,Africa
7480,Incident,2020,May,Northern Africa,Mediterranean,1,6,7,0,0,0,1,Mediterranean Region,Uncategorized
7482,Incident,2020,May,Central America,North America,1,0,0,1,0,0,0,US-Mexico border crossing,Northern America
7483,Incident,2020,May,Northern Africa,Mediterranean,2,0,55,0,2,0,1,Mediterranean Region,Uncategorized
7484,Incident,2020,May,Other / Unknown,Europe,1,0,0,0,1,0,0,EU Boarder,Europe
7485,Split Incident,2020,May,Sub-Saharan Africa,Africa,30,0,12,0,0,0,0,Sahara Desert crossing,Africa
7486,Incident,2020,May,Central America,Central America,1,0,0,0,1,0,1,US-Mexico border crossing,Central America
7487,Incident,2020,May,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7489,Incident,2020,May,Western / Southern Asia,Europe,3,0,0,0,2,0,0,Western Balkans,Europe
7490,Incident,2020,May,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
7491,Incident,2020,May,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7492,Incident,2020,May,Other / Unknown,Europe,1,0,0,0,1,0,1,Western Balkans,Europe
7496,Incident,2020,June,Central America,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
7497,Incident,2020,June,Central America,North America,1,0,3,0,1,0,0,US-Mexico border crossing,Northern America
7498,Incident,2020,June,South America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7500,Incident,2020,June,Other / Unknown,Asia,1,0,0,0,0,0,1,EU Boarder,Asia
7501,Incident,2020,June,Latin America / Caribbean,North America,1,0,0,0,0,0,1,US-Mexico border crossing,Northern America
7502,Incident,2020,June,Other / Unknown,Europe,1,0,0,0,1,0,1,Western Balkans,Europe
7503,Incident,2020,June,Caribbean,North America,1,0,0,1,0,0,1,US-Mexico border crossing,Northern America
7505,Incident,2020,June,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7506,Incident,2020,June,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7507,Incident,2020,June,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7508,Incident,2020,June,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
7510,Incident,2020,June,Northern Africa,Europe,2,0,0,0,0,0,1,Western Balkans,Europe
7511,Incident,2020,June,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
7512,Incident,2020,June,Sub-Saharan Africa,Mediterranean,53,8,0,23,18,4,1,Mediterranean Region,Uncategorized
7513,Incident,2020,June,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
7514,Incident,2020,June,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7515,Incident,2020,June,Latin America / Caribbean,North America,1,0,0,1,0,0,0,US-Mexico border crossing,Northern America
7516,Incident,2020,June,Latin America / Caribbean,North America,1,0,0,1,0,0,0,US-Mexico border crossing,Northern America
7517,Incident,2020,June,Central America,Central America,1,0,0,0,1,0,1,US-Mexico border crossing,Central America
7518,Incident,2020,June,Southern Asia,Europe,1,0,0,0,1,0,0,Western Balkans,Europe
7519,Incident,2020,June,Central America,Central America,1,0,0,0,1,0,1,US-Mexico border crossing,Central America
7520,Incident,2020,June,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
7521,Incident,2020,June,Western Africa,Africa,1,0,0,0,1,0,1,Sahara Desert crossing,Africa
7522,Incident,2020,June,Other / Unknown,Mediterranean,6,6,20,1,10,2,1,Mediterranean Region,Uncategorized
7525,Incident,2020,June,Latin America / Caribbean,North America,1,0,0,1,0,0,0,US-Mexico border crossing,Northern America
7526,Incident,2020,June,Central America,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
7528,Incident,2020,June,Latin America / Caribbean,Central America,1,0,0,0,1,0,1,US-Mexico border crossing,Central America
7529,Incident,2020,June,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
7531,Incident,2020,June,Other / Unknown,Mediterranean,1,0,0,0,0,0,1,Mediterranean Region,Uncategorized
7536,Incident,2020,June,Sub-Saharan Africa,Mediterranean,5,0,19,0,0,0,1,Mediterranean Region,Uncategorized
7537,Incident,2020,June,Northern Africa,Mediterranean,3,3,4,0,3,0,1,Mediterranean Region,Uncategorized
7538,Incident,2020,June,Latin America / Caribbean,North America,1,0,0,1,0,0,1,US-Mexico border crossing,Northern America
7540,Incident,2020,June,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7541,Incident,2020,June,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7542,Incident,2020,June,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
7543,Incident,2020,June,Northern Africa,Europe,1,0,0,0,1,0,1,Western Balkans,Europe
7544,Incident,2020,June,Latin America / Caribbean,North America,1,0,0,1,0,0,1,US-Mexico border crossing,Northern America
7545,Incident,2020,June,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
7547,Incident,2020,June,Central America,Central America,2,0,0,0,2,1,1,US-Mexico border crossing,Central America
7548,Incident,2020,June,Latin America / Caribbean,Central America,1,0,0,0,1,0,1,US-Mexico border crossing,Central America
7549,Incident,2020,June,Caribbean,Central America,1,0,0,0,1,0,1,US-Mexico border crossing,Central America
7550,Incident,2020,June,Other / Unknown,Africa,6,0,60,0,6,0,1,Sahara Desert crossing,Africa
7551,Incident,2020,June,Central America,North America,3,0,3,1,2,0,0,US-Mexico border crossing,Northern America
7552,Incident,2020,June,Sub-Saharan Africa,Africa,4,0,0,0,0,2,1,Other Routes,Africa
7555,Incident,2020,June,Southern Asia,Asia,1,0,41,0,0,0,0,Turkiye Boarder,Asia
7556,Incident,2020,June,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7557,Split Incident,2020,June,Western / Southern Asia,Asia,61,1,1,0,5,2,1,Turkiye Boarder,Asia
7558,Incident,2020,June,Southern Asia,Mediterranean,1,3,35,1,0,1,1,Mediterranean Region,Uncategorized
7559,Incident,2020,June,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7560,Incident,2020,June,Other / Unknown,Mediterranean,1,0,0,0,0,0,0,Mediterranean Region,Uncategorized
7561,Incident,2020,June,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
7562,Incident,2020,June,Other / Unknown,Mediterranean,1,0,0,0,0,0,0,Mediterranean Region,Uncategorized
7563,Incident,2020,June,Southern Asia,Asia,2,0,0,1,1,0,1,EU Boarder,Asia
7564,Incident,2020,July,Southern Asia,Europe,1,0,0,0,1,0,0,Western Balkans,Europe
7565,Incident,2020,July,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7568,Incident,2020,July,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7569,Incident,2020,July,Latin America / Caribbean,North America,2,0,1,0,2,0,1,US-Mexico border crossing,Northern America
7570,Incident,2020,July,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7571,Incident,2020,July,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7572,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7574,Incident,2020,July,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7576,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
7577,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
7578,Incident,2020,July,Central America,North America,1,0,0,1,0,0,1,US-Mexico border crossing,Northern America
7579,Incident,2020,July,Northern Africa,Mediterranean,1,6,18,0,0,0,1,Mediterranean Region,Uncategorized
7580,Incident,2020,July,Central America,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
7581,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,1,0,0,1,US-Mexico border crossing,Northern America
7582,Incident,2020,July,Other / Unknown,Mediterranean,2,0,0,0,0,0,1,Mediterranean Region,Uncategorized
7584,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7585,Incident,2020,July,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7586,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
7588,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
7589,Incident,2020,July,Southern Asia,Europe,1,0,0,0,1,0,0,Western Balkans,Europe
7590,Incident,2020,July,Central America,North America,1,0,0,1,0,0,1,US-Mexico border crossing,Northern America
7592,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7593,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
7594,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
7595,Incident,2020,July,Sub-Saharan Africa,Mediterranean,1,0,0,0,1,0,1,Mediterranean Region,Uncategorized
7596,Incident,2020,July,Latin America / Caribbean,Central America,1,0,0,0,1,0,0,US-Mexico border crossing,Central America
7597,Incident,2020,July,Sub-Saharan Africa,Africa,1,0,0,0,0,0,1,Other Routes,Africa
7598,Incident,2020,July,Northern Africa,Mediterranean,1,0,72,0,0,0,1,Mediterranean Region,Uncategorized
7599,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
7600,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
7601,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7602,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7603,Incident,2020,July,Latin America / Caribbean,Central America,1,0,0,0,1,0,1,US-Mexico border crossing,Central America
7604,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7609,Incident,2020,July,Other / Unknown,Europe,1,0,0,0,1,0,0,Western Balkans,Europe
7611,Incident,2020,July,Central America,Central America,1,0,0,0,1,0,1,US-Mexico border crossing,Central America
7612,Incident,2020,July,Central America,North America,2,0,0,0,2,0,1,US-Mexico border crossing,Northern America
7613,Incident,2020,July,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7614,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,0,0,1,US-Mexico border crossing,Northern America
7616,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
7617,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
7618,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
7619,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7620,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
7621,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
7622,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7623,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7624,Cumulative Incident,2020,July,Central America,North America,5,0,0,0,0,0,0,US-Mexico border crossing,Northern America
7625,Incident,2020,July,Sub-Saharan Africa,Mediterranean,1,0,0,0,0,0,1,Mediterranean Region,Uncategorized
7628,Incident,2020,July,Sub-Saharan Africa,Africa,1,0,0,0,1,0,1,Western Africa / Atlantic route to the Canary Islands,Uncategorized
7629,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7631,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
7632,Incident,2020,July,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
